Platform,WorkLoad,SubWorkLoad,SubWorkLoadScenario,Description,Action Type,Telemetry all,action_gesture,module_name,module_type,action_outcome,panel_type,action_scenario,action_scenario_type,action_subWorkLoad,thread_type,databag.rsvp,module_summary,target_thread_type,databag.meeting_rsvp,databag.is_toggle_on,databag.community_rsvp,main_entity_type,main_slot_app,eventInfo.identifier,databag.action_type,subNav_entity_type
Web,Collab Action,Meeting,Meeting join - Join button chat,"In the Meeting thread, click on the join in the shown event and then click join now in the prejoin screen",Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: Chat
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""chats"",""subNavEntityType"":""chats"",""mainSlotApp"":""Chat"",""Action.Gesture"":""click"",""Action.InputDelay"":1.800000000745058,""Action.Outcome"":""submit"",""Action.Scenario"":""joinMeetingFromMeetingChat"",""Action.ScenarioType"":""meetup"",""Module.Name"":""meetingChatHeaderJoinButton"",""Module.Type"":""button"",""Panel.Region"":""main"",""Panel.Type"":""Chat"",""Thread.Id"":""19:meeting_M2VhMjk1ZWYtNzU0YS00ZmI4LThjOGMtNWRmZjcwNmI4MTA4@thread.v2"",""Thread.Type"":""Meeting"",""Thread.Members"":3,""TargetThread.Id"":""19:meeting_M2VhMjk1ZWYtNzU0YS00ZmI4LThjOGMtNWRmZjcwNmI4MTA4@thread.v2"",""TargetThread.Type"":""Meeting"",""EventInfo.Identifier"":""meetingChatHeaderJoinButton_button_click_joinMeetingFromMeetingChat"",""Entity.Type"":""chats"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,meetingChatHeaderJoinButton,button,submit,Chat,joinMeetingFromMeetingChat,meetup,,19:meeting_M2VhMjk1ZWYtNzU0YS00ZmI4LThjOGMtNWRmZjcwNmI4MTA4@thread.v2,,,,,,,chats,Chat,meetingChatHeaderJoinButton_button_click_joinMeetingFromMeetingChat,,Meeting
Web,Collab Action,Meeting,Meeting - Joining through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Primary,"DeeplinkUtilities: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 DeeplinkUtilities: Analytics: Type: Internal
v2/?clientexperience=t2&ring=general:6 DeeplinkUtilities: Analytics: Payload: {""Action.Gesture"":""open"",""Action.Outcome"":""open"",""Action.Scenario"":""deeplink"",""Action.ScenarioType"":""deeplink"",""Module.Name"":""deeplinkService"",""Module.Type"":""deeplink"",""Panel.Type"":""Internal"",""EventInfo.Identifier"":""deeplinkService_deeplink_open_deeplink"",""DataBag.joinLinkType"":""/meet"",""SlotConfig.MainEntityType"":""callingdeeplink"",""SlotConfig.MainEntityAction"":""join"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""1e64834b-f8e6-4371-b3f3-bec04fff7f7a"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",open,deeplinkService,deeplink,open,Internal,deeplink,deeplink,,,,,,,,,,,deeplinkService_deeplink_open_deeplink,,
Web,Collab Action,Meeting,Meeting - Joining through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",secondary,"AuthenticationService: [Auth]: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 AuthenticationService: [Auth]: Analytics: Type: AuthStart
v2/?clientexperience=t2&ring=general:6 AuthenticationService: [Auth]: Analytics: Payload:
v2/?clientexperience=t2&ring=general:6 IntentService: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 IntentService: Analytics: Type: undefined
v2/?clientexperience=t2&ring=general:6 IntentService: Analytics: Payload: {""Action.Gesture"":""auto"",""Action.Outcome"":""open"",""Action.Scenario"":""deeplink"",""Action.ScenarioType"":""deeplink"",""Module.Name"":""intentService"",""Module.Type"":""intent"",""EventInfo.Identifier"":""intentService_intent_auto_deeplink"",""Foundation.deeplinkWindowTarget"":""main"",""Foundation.accountType"":""main"",""Foundation.isUserPreferenceOverriddenByApp"":true,""SlotConfig.MainEntityType"":""callingdeeplink"",""SlotConfig.MainEntityAction"":""join"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""1e64834b-f8e6-4371-b3f3-bec04fff7f7a"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",auto,intentService,intent,open,,deeplink,deeplink,,,,,,,,,,,intentService_intent_auto_deeplink,,
Web,Collab Action,Meeting,Community event - Joining through activity," Join the community meet by clicking the activity tab, it will navigate the page to join the event by clicking join",Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: MeetingPreJoinV2Screen
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.correlationId"":""2c4d9d11-8748-4976-823a-6e67cddf233c"",""CMD.isGCPBotPresent"":false,""Action.Gesture"":""click"",""Action.InputDelay"":245.40000000223517,""Action.Outcome"":""joinMeeting"",""Action.Scenario"":""joinOnPreJoinScreen"",""Action.ScenarioType"":""preJoin"",""Module.Name"":""joinMeetingButton"",""Panel.LaunchMethod"":""direct"",""Panel.Region"":""main"",""Panel.Type"":""MeetingPreJoinV2Screen"",""Call.Id"":"""",""Participant.Id"":"""",""Thread.Type"":""Meeting"",""TargetThread.Type"":""Meeting"",""EventInfo.Identifier"":""joinMeetingButton_click_joinOnPreJoinScreen"",""Entity.Type"":""calls"",""DataBag.isRegisteredAttendee"":false,""DataBag.joinWithOutgoingAudio"":true,""DataBag.joinWithOutgoingVideo"":false,""DataBag.joinWithIncomingAudio"":true,""DataBag.wasAutomuteTriggered"":false,""DataBag.wasRoomLoudSpeakerInTheMeetingTriggered"":false,""DataBag.wasRoomBluetoothProximityTriggered"":false,""DataBag.wasByodConnectedDeviceRoomSelected"":false,""DataBag.joinClickRoomType"":"""",""CMD.isAudioOptionCustomSetup"":true,""DataBag.type"":""DefaultAudio"",""DataBag.isModified"":false,""CMD.isBrandedBackground"":false,""CMD.isBrandedColor"":false,""CMD.isBrandedLogo"":false,""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,,joinMeeting,MeetingPreJoinV2Screen,joinOnPreJoinScreen,preJoin,,Meeting,,,Meeting,,,,calls,Calls,joinMeetingButton_click_joinOnPreJoinScreen,,
Web,Collab Action,Meeting,Community event - Joining through activity," Join the community meet by clicking the activity tab, it will navigate the page to join the event by clicking join",secondary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: Ubar
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.userMeetingRole"":""presenter"",""DataBag.participantId"":""99cfc7ca-8173-48e8-8475-d247297a79f2"",""DataBag.callId"":""1f085b84-fba7-430c-a938-656ef6bdb598"",""DataBag.correlationId"":""2c4d9d11-8748-4976-823a-6e67cddf233c"",""Extensibility.userType"":""Unknown"",""DataBag.appName"":""default"",""Action.Gesture"":""click"",""Action.InputDelay"":1,""Action.Outcome"":""select"",""Action.OutcomeNew"":""submit"",""Action.Scenario"":""callMuteAudio"",""Action.ScenarioType"":""callOrMeetup"",""Action.WorkLoad"":""callMeetingManagement"",""Action.SubWorkLoad"":""mute"",""Module.Name"":""muteAudioButton"",""Module.Type"":""muteButton"",""App.Name"":""meeting"",""Panel.Region"":""main"",""Panel.Type"":""Ubar"",""Call.Id"":""1f085b84-fba7-430c-a938-656ef6bdb598"",""Participant.Id"":""99cfc7ca-8173-48e8-8475-d247297a79f2"",""Thread.Type"":""Meeting"",""TargetThread.Type"":""Meeting"",""EventInfo.Identifier"":""muteAudioButton_muteButton_click_callMuteAudio"",""Entity.Type"":""calls"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,muteAudioButton,muteButton,select,Ubar,callMuteAudio,callOrMeetup,mute,Meeting,,,Meeting,,,,calls,Calls,muteAudioButton_muteButton_click_callMuteAudio,,
Web,Collab Action,Meeting,Community event-clicking invite link,"In the One on One chat,Click the invite link which is shared",secondary,"DeeplinkUtilities: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 DeeplinkUtilities: Analytics: Type: Internal
v2/?clientexperience=t2&ring=general:6 DeeplinkUtilities: Analytics: Payload: {""Action.Gesture"":""open"",""Action.Outcome"":""open"",""Action.Scenario"":""deeplink"",""Action.ScenarioType"":""deeplink"",""Module.Name"":""deeplinkService"",""Module.Type"":""deeplink"",""Panel.Type"":""Internal"",""EventInfo.Identifier"":""deeplinkService_deeplink_open_deeplink"",""DataBag.joinLinkType"":""/meet"",""SlotConfig.MainEntityType"":""callingdeeplink"",""SlotConfig.MainEntityAction"":""join"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""1e64834b-f8e6-4371-b3f3-bec04fff7f7a"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",open,deeplinkService,deeplink,open,Internal,deeplink,deeplink,,Meeting,,,Meeting,,,,,,deeplinkService_deeplink_open_deeplink,,
Web,Collab Action,Meeting,Community event-clicking invite link,"In the One on One chat,Click the invite link which is shared",secondary,"AuthenticationService: [Auth]: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 AuthenticationService: [Auth]: Analytics: Type: AuthStart
v2/?clientexperience=t2&ring=general:6 AuthenticationService: [Auth]: Analytics: Payload:
v2/?clientexperience=t2&ring=general:6 IntentService: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 IntentService: Analytics: Type: undefined
v2/?clientexperience=t2&ring=general:6 IntentService: Analytics: Payload: {""Action.Gesture"":""auto"",""Action.Outcome"":""open"",""Action.Scenario"":""deeplink"",""Action.ScenarioType"":""deeplink"",""Module.Name"":""intentService"",""Module.Type"":""intent"",""EventInfo.Identifier"":""intentService_intent_auto_deeplink"",""Foundation.deeplinkWindowTarget"":""main"",""Foundation.accountType"":""main"",""Foundation.isUserPreferenceOverriddenByApp"":true,""SlotConfig.MainEntityType"":""callingdeeplink"",""SlotConfig.MainEntityAction"":""join"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""1e64834b-f8e6-4371-b3f3-bec04fff7f7a"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",auto,intentService,intent,open,,deeplink,deeplink,,Meeting,,,Meeting,,,,,,intentService_intent_auto_deeplink,,
Web,Collab Action,Meeting,Community event-clicking invite link,"In the One on One chat,Click the invite link which is shared",Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: callingScreen
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.correlationId"":""3cddadf3-059e-4fdd-9742-c412a1f0b72c"",""CMD.isGCPBotPresent"":false,""Action.Gesture"":""click"",""Action.InputDelay"":365.5,""Action.Outcome"":""joinMeeting"",""Action.Scenario"":""joinOnPreJoinScreen"",""Action.ScenarioType"":""preJoin"",""Module.Name"":""joinMeetingButton"",""Panel.Region"":""main"",""Panel.Type"":""callingScreen"",""Call.Id"":"""",""Participant.Id"":"""",""EventInfo.Identifier"":""joinMeetingButton_click_joinOnPreJoinScreen"",""Entity.Type"":""calls"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,,joinMeeting,callingScreen,joinOnPreJoinScreen,preJoin,,,,,,,,,calls,Calls,joinMeetingButton_click_joinOnPreJoinScreen,,
Web,Collab Action,Meeting,Join community event - invite link,"In the One on One chat,Click the invite link which is shared",Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: MeetingPreJoinV2Screen
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.correlationId"":""3cddadf3-059e-4fdd-9742-c412a1f0b72c"",""CMD.isGCPBotPresent"":false,""Action.Gesture"":""click"",""Action.InputDelay"":366.3999999985099,""Action.Outcome"":""joinMeeting"",""Action.Scenario"":""joinOnPreJoinScreen"",""Action.ScenarioType"":""preJoin"",""Module.Name"":""joinMeetingButton"",""Panel.LaunchMethod"":""direct"",""Panel.Region"":""main"",""Panel.Type"":""MeetingPreJoinV2Screen"",""Call.Id"":"""",""Participant.Id"":"""",""Thread.Type"":""Meeting"",""TargetThread.Type"":""Meeting"",""EventInfo.Identifier"":""joinMeetingButton_click_joinOnPreJoinScreen"",""Entity.Type"":""calls"",""DataBag.isRegisteredAttendee"":false,""DataBag.joinWithOutgoingAudio"":false,""DataBag.joinWithOutgoingVideo"":false,""DataBag.joinWithIncomingAudio"":true,""DataBag.wasAutomuteTriggered"":false,""DataBag.wasRoomLoudSpeakerInTheMeetingTriggered"":false,""DataBag.wasRoomBluetoothProximityTriggered"":false,""DataBag.wasByodConnectedDeviceRoomSelected"":false,""DataBag.joinClickRoomType"":"""",""CMD.isAudioOptionCustomSetup"":true,""DataBag.type"":""DefaultAudio"",""DataBag.isModified"":false,""CMD.isBrandedBackground"":false,""CMD.isBrandedColor"":false,""CMD.isBrandedLogo"":false,""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,,joinMeeting,MeetingPreJoinV2Screen,joinOnPreJoinScreen,preJoin,,Meeting,,,Meeting,,,,calls,Calls,joinMeetingButton_click_joinOnPreJoinScreen,,
Web,Collab Action,Meeting,Join community event-calender,Join the event from the calendar tab by clicking join button,Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: callingScreen
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.correlationId"":""c6558f62-5140-4570-8fd2-76ea6c5e0613"",""CMD.isGCPBotPresent"":false,""Action.Gesture"":""click"",""Action.InputDelay"":91.19999999925494,""Action.Outcome"":""joinMeeting"",""Action.Scenario"":""joinOnPreJoinScreen"",""Action.ScenarioType"":""preJoin"",""Module.Name"":""joinMeetingButton"",""Panel.Region"":""main"",""Panel.Type"":""callingScreen"",""Call.Id"":"""",""Participant.Id"":"""",""EventInfo.Identifier"":""joinMeetingButton_click_joinOnPreJoinScreen"",""Entity.Type"":""calls"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,,joinMeeting,callingScreen,joinOnPreJoinScreen,preJoin,,,,,,,,,calls,Calls,joinMeetingButton_click_joinOnPreJoinScreen,,
